Location,Sq_Ft,Bedrooms,Bathrooms,Year_Built,Garage,Price
Dada bari,1947,2,1,2014,Yes,3525791
Dada bari,1118,1,2,2009,Yes,3400494
Vigyan Nagar,3074,1,2,2017,Yes,3493480
Dada bari,2786,2,1,1987,No,3490354
Nayapura,2122,3,3,2003,No,2715874
Keshav Pura,1657,3,1,2019,No,2646758
Dada bari,1452,5,2,2023,No,3580839
Gumanpura,2367,5,2,2006,Yes,3043173
Vigyan Nagar,2814,2,2,2011,Yes,3524603
Vigyan Nagar,1807,2,3,1995,No,3191326
Nayapura,2858,2,1,2004,No,2815041
Gumanpura,3341,3,3,2000,No,3035148
Nayapura,2311,1,1,1989,No,2689102
Dada bari,2025,5,3,1980,Yes,3461590
Dada bari,1384,2,3,1998,No,3225190
Gumanpura,1540,3,1,1986,Yes,2968588
Dada bari,1571,2,2,2014,Yes,3519563
Gumanpura,1555,3,2,1986,No,2832363
Gumanpura,1108,3,3,2007,No,2782444
Keshav Pura,1986,2,1,2007,No,2640053
Gumanpura,2332,5,1,1980,No,2872356
Dada bari,2120,4,2,2000,Yes,3513092
Vigyan Nagar,2883,2,1,2004,No,3329316
Dada bari,2195,4,3,1983,Yes,3537940
Dada bari,994,2,3,1988,No,3162911
Nayapura,1147,2,1,1991,No,2618325
Vigyan Nagar,1689,3,1,1988,Yes,3160439
Vigyan Nagar,3347,2,1,2003,No,3311846
Keshav Pura,3065,1,3,1988,Yes,2736543
Nayapura,3425,4,3,1996,Yes,3185158
Vigyan Nagar,1082,3,1,1986,No,3079611
Nayapura,2687,5,3,2006,Yes,3089416
Vigyan Nagar,3391,3,1,1982,Yes,3548928
Keshav Pura,2933,5,3,2018,No,2952167
Gumanpura,3054,4,1,2009,No,3043332
Keshav Pura,3277,4,3,1997,No,2690909
Keshav Pura,3248,3,2,1996,Yes,2749873
Nayapura,2682,5,3,1997,Yes,3013788
Nayapura,2877,1,3,1995,No,2878276
Dada bari,3156,4,1,1983,Yes,3602787
Vigyan Nagar,1842,2,1,2016,No,3315354
Vigyan Nagar,2749,3,2,1999,No,3339179
Gumanpura,3030,5,3,2011,No,3184598
Nayapura,1814,2,3,2016,No,2910321
Dada bari,1585,2,1,2020,Yes,3454770
Gumanpura,1284,2,3,1993,Yes,2751518
Dada bari,2835,3,3,2014,No,3661275
Nayapura,3346,1,1,1980,Yes,3055851
Keshav Pura,2949,2,3,2021,No,2950798
Keshav Pura,1017,3,1,2012,No,2429537
Keshav Pura,2601,3,2,1981,Yes,2718990
Keshav Pura,2420,5,1,2009,Yes,2759892
Gumanpura,2845,4,2,1987,Yes,3106948
Keshav Pura,2346,2,2,2001,Yes,2648956
Vigyan Nagar,2853,1,3,2020,Yes,3622272
Nayapura,3268,5,2,1984,Yes,2978809
Vigyan Nagar,2167,5,2,1994,Yes,3314998
Vigyan Nagar,3473,4,1,2010,No,3546127
Dada bari,2511,4,2,2011,Yes,3599279
Nayapura,2474,5,2,2008,No,2864030
Dada bari,2490,1,2,1992,No,3317430
Dada bari,2821,1,1,2011,No,3604323
Nayapura,1769,2,1,1993,No,2675040
Gumanpura,3295,4,2,1987,Yes,3249655
Nayapura,3314,4,1,2004,No,2875290
Vigyan Nagar,3190,3,2,2023,Yes,3567284
Dada bari,1691,3,3,1991,Yes,3496573
Keshav Pura,1153,3,1,2003,No,2444776
Keshav Pura,3144,2,2,2007,No,2686532
Gumanpura,1067,5,2,2014,No,2747342
Nayapura,3404,3,3,1997,No,3013079
Keshav Pura,1421,2,3,2014,No,2610932
Vigyan Nagar,2061,4,2,1999,No,3187897
Keshav Pura,1139,5,1,1997,No,2456664
Keshav Pura,2632,4,2,2014,No,2704356
Keshav Pura,1569,5,3,1984,No,2491039
Nayapura,2793,1,2,2003,Yes,2947536
Nayapura,2885,3,2,1982,Yes,3080156
Dada bari,3073,1,2,2000,No,3461736
Dada bari,2197,4,3,1987,No,3469457
Nayapura,1730,1,1,1993,No,2603735
Gumanpura,1927,4,3,2003,Yes,2869096
Gumanpura,1582,4,3,2015,No,2972519
Nayapura,3095,5,3,2022,Yes,3199268
Gumanpura,1503,3,1,2002,Yes,2779047
Nayapura,1697,2,3,2023,No,2867742
Dada bari,3002,4,2,1997,No,3519949
Keshav Pura,1801,2,3,2010,Yes,2601512
Keshav Pura,1182,5,2,2016,No,2513870
Keshav Pura,3335,1,2,2022,Yes,2965428
Vigyan Nagar,1820,5,1,1999,Yes,3163860
Dada bari,2510,5,2,2010,No,3565135
Dada bari,3449,1,1,1989,No,3502659
Gumanpura,3082,3,1,2011,No,3142940
Gumanpura,1025,4,1,1981,Yes,2846056
Nayapura,3078,2,1,2016,Yes,3124213
Nayapura,1838,3,1,2012,Yes,2816727
Dada bari,3171,3,1,1999,Yes,3606572
Dada bari,1325,3,3,2014,No,3395676
Gumanpura,3469,5,3,1999,Yes,3282797
Keshav Pura,1132,1,1,2007,Yes,2544383
Keshav Pura,1391,4,2,2006,Yes,2672430
Gumanpura,1585,4,2,2009,No,2788873
Vigyan Nagar,2981,1,2,1986,Yes,3359421
Keshav Pura,3127,1,3,1991,Yes,2774095
Keshav Pura,3096,4,2,1998,No,2827496
Dada bari,2498,2,2,2019,No,3475569
Nayapura,1284,2,3,1994,Yes,2704647
Nayapura,1315,2,2,2002,No,2730461
Keshav Pura,1500,4,1,2020,No,2694060
Vigyan Nagar,1812,2,1,2015,Yes,3412158
Nayapura,2759,1,1,1989,No,2895771
Vigyan Nagar,2744,4,2,1984,Yes,3383326
Vigyan Nagar,3062,5,2,1993,Yes,3340751
Nayapura,3211,3,2,1982,Yes,2971615
Dada bari,2055,1,3,2012,Yes,3613598
Keshav Pura,2492,2,1,1985,Yes,2732062
Gumanpura,2393,5,2,1992,No,2990214
Nayapura,2483,1,2,2005,No,2776083
Keshav Pura,3440,1,1,1991,Yes,2834344
Keshav Pura,2039,3,1,1994,No,2508760
Gumanpura,2275,3,1,2016,No,3071961
Dada bari,2259,1,3,1997,No,3291269
Nayapura,3438,1,2,2003,Yes,3009048
Dada bari,3407,3,2,2011,No,3741371
Keshav Pura,2086,1,1,2003,No,2533718
Dada bari,1530,1,2,1998,No,3173797
Keshav Pura,1757,5,1,2022,No,2750467
Keshav Pura,1987,2,3,2023,No,2703938
Vigyan Nagar,3023,5,2,2003,No,3283546
Vigyan Nagar,3207,1,1,2002,No,3344327
Keshav Pura,2852,2,3,2019,Yes,3030205
Vigyan Nagar,1014,5,2,1996,Yes,3176182
Gumanpura,1990,5,3,2000,Yes,3042335
Keshav Pura,1181,2,2,1997,Yes,2460150
Nayapura,2733,1,1,2000,Yes,2921790
Nayapura,2554,4,1,1999,No,2786782
Gumanpura,1185,2,3,1995,Yes,2910192
Dada bari,2818,3,2,2006,No,3518990
Vigyan Nagar,3213,4,3,1991,No,3262642
Nayapura,2915,1,1,2004,Yes,2944224
Dada bari,3330,5,3,2019,Yes,3828378
Nayapura,3326,5,3,1988,Yes,3084544
Vigyan Nagar,2400,5,3,2006,Yes,3465131
Keshav Pura,2921,5,2,1989,Yes,2840123
Dada bari,3103,5,2,2015,Yes,3678576
Nayapura,3199,1,1,2002,No,2937495
Dada bari,2945,4,1,2008,Yes,3642162
Gumanpura,3102,4,2,2008,Yes,3159269
Gumanpura,2069,2,2,2014,Yes,3044446
Keshav Pura,2970,4,1,2006,Yes,2852384
Gumanpura,1670,2,1,2004,No,2848964
Dada bari,1851,1,2,2004,Yes,3364425
Dada bari,3314,4,3,2017,No,3639702
Vigyan Nagar,1782,1,3,1980,No,3060222
Dada bari,1983,1,2,1986,No,3303921
Vigyan Nagar,3025,5,3,2020,Yes,3648330
Nayapura,1448,4,3,1985,Yes,2714066
Keshav Pura,2042,4,2,1988,Yes,2596652
Vigyan Nagar,2171,5,1,1988,Yes,3350912
Vigyan Nagar,1502,2,3,2007,Yes,3287965
Nayapura,1345,2,2,1996,No,2720551
Nayapura,2314,1,2,2016,No,2817910
Gumanpura,1672,4,1,2016,No,2977396
Nayapura,3022,2,1,1986,No,2898421
Keshav Pura,2494,1,3,2015,Yes,2851307
Keshav Pura,3070,3,2,2012,Yes,2936236
Keshav Pura,2678,2,2,2020,Yes,2915014
Keshav Pura,1556,4,2,2001,Yes,2641355
Gumanpura,3456,1,3,2022,No,3308602
Dada bari,967,4,3,2015,Yes,3369666
Keshav Pura,3059,4,1,2013,No,2811325
Dada bari,1064,1,3,2015,No,3280855
Vigyan Nagar,3002,3,2,2012,No,3395347
Keshav Pura,3110,3,3,2004,No,2679858
Gumanpura,982,1,2,1991,Yes,2789462
Dada bari,3159,3,2,2000,No,3530617
Keshav Pura,2190,4,3,1983,No,2511941
Gumanpura,1907,5,1,2022,Yes,3177948
Nayapura,1065,5,3,2008,No,2684822
Gumanpura,3082,4,3,1986,Yes,3047528
Gumanpura,2167,4,1,1985,No,2793246
Keshav Pura,1254,2,2,2000,No,2468576
Vigyan Nagar,2611,5,1,1994,Yes,3374818
Gumanpura,2457,1,2,1988,No,2907269
Keshav Pura,3273,3,3,2016,Yes,2956345
Nayapura,2518,4,3,2023,No,3073036
Gumanpura,3072,3,2,1983,Yes,3047416
Nayapura,2352,5,2,1980,Yes,2907329
Dada bari,1725,3,3,2008,No,3321493
Vigyan Nagar,2984,5,1,2004,Yes,3353127
Nayapura,2380,1,3,2003,No,2868614
Dada bari,2218,2,2,2003,Yes,3558931
Keshav Pura,1565,4,3,1997,Yes,2519867
Vigyan Nagar,1361,2,2,1994,Yes,3061022
Vigyan Nagar,1963,3,3,1992,Yes,3210036
Dada bari,2504,3,1,2008,No,3520352
Vigyan Nagar,3384,5,2,2002,No,3422662
Gumanpura,2631,4,2,2007,Yes,3055604
Dada bari,1759,4,3,2005,No,3288057
Gumanpura,1515,3,3,1987,No,2692145
Vigyan Nagar,2980,2,1,2004,Yes,3301965
Vigyan Nagar,1421,4,2,1992,Yes,3109576
Vigyan Nagar,2500,5,1,2004,No,3253056
Dada bari,2036,3,1,2018,Yes,3638919
Nayapura,2755,2,1,2013,Yes,3117891
Gumanpura,1159,5,3,2008,No,2783050
Keshav Pura,2403,5,1,1995,No,2648070
Keshav Pura,1628,1,2,1981,No,2392603
Vigyan Nagar,987,3,1,2004,Yes,3008069
Vigyan Nagar,1597,2,1,1980,Yes,3247208
Nayapura,1159,4,1,2015,Yes,2863958
Vigyan Nagar,2863,5,2,2018,No,3497883
Vigyan Nagar,1637,1,2,2015,Yes,3346101
Dada bari,3343,4,1,2019,No,3621651
Nayapura,2019,3,1,2023,Yes,3023388
Dada bari,3383,3,2,2023,Yes,3912726
Keshav Pura,2829,5,3,2003,Yes,2878734
Keshav Pura,1349,5,2,1995,No,2551211
Gumanpura,2003,3,3,2023,Yes,3223143
Vigyan Nagar,2714,4,2,1986,Yes,3326815
Nayapura,2396,1,1,1990,Yes,2909205
Dada bari,1697,3,1,2017,Yes,3514118
Vigyan Nagar,2181,1,3,2008,Yes,3308962
Nayapura,1475,3,2,2011,No,2735550
Gumanpura,2017,5,1,2020,Yes,3083612
Nayapura,1946,4,2,2015,Yes,2989183
Gumanpura,1580,1,2,1998,Yes,2780119
Keshav Pura,1206,3,3,1999,Yes,2615743
Keshav Pura,1305,5,2,2004,Yes,2519876
Gumanpura,2339,5,1,1985,No,2930116
Nayapura,2241,2,1,2017,Yes,3101467
Gumanpura,1892,4,3,2004,Yes,3029043
Vigyan Nagar,3029,2,1,2014,Yes,3547392
Gumanpura,1827,5,2,1983,No,2865264
Vigyan Nagar,1299,5,3,2007,No,3054403
Dada bari,1751,1,3,2017,Yes,3629507
Keshav Pura,1938,3,3,1996,Yes,2588226
Gumanpura,1933,5,1,2016,Yes,3131508
Gumanpura,2280,2,3,2019,Yes,3201232
Dada bari,1923,5,3,2011,Yes,3560423
Nayapura,1672,1,2,2021,Yes,2904875
Dada bari,3433,1,3,1994,No,3468440
Dada bari,1706,5,2,1994,Yes,3530536
Gumanpura,3387,3,3,1999,Yes,3085268
Dada bari,1896,3,2,2021,No,3487228
Dada bari,1093,4,1,2016,Yes,3460661
Vigyan Nagar,3002,1,3,2004,Yes,3352061
Keshav Pura,1198,3,1,1984,Yes,2500550
Nayapura,1922,1,1,2014,Yes,2890109
Vigyan Nagar,2732,5,1,1989,Yes,3336028
Dada bari,2217,4,3,2016,Yes,3627564
Nayapura,1464,5,3,2023,No,2822115
Keshav Pura,1762,3,1,1981,Yes,2673704
Keshav Pura,1130,3,1,1987,No,2431058
Vigyan Nagar,1349,1,3,2005,No,3103274
Dada bari,1281,3,2,1995,Yes,3307278
Keshav Pura,1064,1,3,1996,Yes,2591423
Gumanpura,2330,2,1,1999,No,2813552
Gumanpura,1235,4,1,2018,Yes,2946228
Keshav Pura,1803,3,2,2006,Yes,2702892
Dada bari,2991,5,3,2009,No,3652809
Nayapura,3252,3,1,1984,Yes,2962794
Nayapura,2846,1,2,1983,No,2859550
Gumanpura,3054,3,3,1997,Yes,3041519
Keshav Pura,1451,2,3,2017,Yes,2708084
Gumanpura,3351,2,3,2020,Yes,3307336
Dada bari,1784,4,1,2010,No,3451851
Nayapura,2121,2,2,1982,Yes,2850922
Keshav Pura,1178,1,1,2004,Yes,2524064
Dada bari,3321,4,1,1996,No,3634591
Gumanpura,3236,3,1,2011,No,3069313
Vigyan Nagar,2479,5,1,1999,No,3325550
Vigyan Nagar,2358,2,3,1996,No,3262821
Vigyan Nagar,3424,2,1,1996,Yes,3346473
Dada bari,2924,3,3,1984,No,3479968
Nayapura,2909,1,1,2021,Yes,3229254
Gumanpura,1076,4,2,1990,No,2744248
Keshav Pura,3391,5,2,2004,No,2821490
Vigyan Nagar,1141,2,1,2005,Yes,3200790
Nayapura,1615,3,1,2010,Yes,2864895
Dada bari,3101,4,3,2006,No,3574527
Nayapura,3134,4,2,1980,Yes,3093533
Keshav Pura,1737,3,3,1985,No,2463001
Nayapura,2233,1,2,2019,Yes,3052489
Dada bari,1638,3,1,2006,Yes,3406497
Gumanpura,3467,2,3,2015,Yes,3332479
Keshav Pura,2419,5,1,2018,No,2837202
Vigyan Nagar,1083,1,3,1991,Yes,3153986
Gumanpura,1360,1,3,1997,Yes,2836638
Keshav Pura,1370,2,1,2011,No,2603543
Keshav Pura,2006,2,3,1993,No,2561909
Nayapura,2550,4,3,2011,No,2962706
Nayapura,1498,4,3,2019,No,2794870
Dada bari,1795,3,2,2000,No,3345001
Dada bari,2250,4,3,1984,No,3502333
Gumanpura,2177,2,1,2010,No,2871443
Dada bari,1303,3,3,1989,No,3218506
Nayapura,2304,3,2,2011,No,2799645
Dada bari,2420,2,1,1980,Yes,3477901
Gumanpura,2227,2,1,1985,Yes,2950566
Dada bari,2450,1,1,1986,No,3419828
Dada bari,1691,3,2,2017,Yes,3578708
Keshav Pura,3250,3,1,2009,Yes,2977280
Dada bari,1159,1,2,1995,No,3120083
Keshav Pura,2881,4,3,1983,No,2677125
Keshav Pura,2731,3,2,2015,Yes,2808024
Keshav Pura,3208,2,1,2020,Yes,2893933
Vigyan Nagar,2893,3,2,2002,Yes,3359336
Gumanpura,3206,3,2,1999,No,2952534
Keshav Pura,2090,3,3,1988,Yes,2747666
Dada bari,1687,2,3,1983,Yes,3497617
Vigyan Nagar,2433,3,2,1990,No,3159833
Gumanpura,1399,1,2,2007,No,2875270
Gumanpura,1936,5,1,2000,No,2817970
Dada bari,2538,4,1,2011,Yes,3650373
Keshav Pura,1838,5,1,1993,No,2495988
Keshav Pura,1402,2,2,2010,No,2552614
Nayapura,1528,4,3,1987,Yes,2835497
Keshav Pura,1420,3,1,1988,Yes,2602723
Gumanpura,1686,4,1,2011,Yes,2927999
Gumanpura,3401,2,1,2006,No,3029863
Vigyan Nagar,1944,5,3,2014,Yes,3441107
Dada bari,1099,5,2,1995,Yes,3372430
Keshav Pura,2411,5,3,1998,Yes,2740156
Dada bari,3438,1,1,1989,No,3587032
Vigyan Nagar,1709,3,2,2008,No,3172867
Nayapura,3113,3,3,1996,Yes,3056779
Keshav Pura,1941,3,3,1993,Yes,2630797
Nayapura,3070,5,2,1988,No,3030507
Nayapura,2209,5,3,2019,No,3047205
Keshav Pura,2354,2,3,1989,Yes,2770025
Keshav Pura,1063,5,1,2015,Yes,2675933
Vigyan Nagar,1923,2,3,1993,Yes,3286557
Gumanpura,2212,1,1,1998,Yes,2980231
Nayapura,1338,2,2,2014,Yes,2851582
Vigyan Nagar,1749,2,1,2019,No,3309989
Vigyan Nagar,1775,4,1,1981,Yes,3134345
Vigyan Nagar,1801,5,2,1993,No,3190175
Gumanpura,3012,4,3,2015,Yes,3188336
Nayapura,2988,2,1,2006,Yes,3018625
Keshav Pura,2104,1,1,2003,No,2537693
Dada bari,3031,4,3,1983,No,3474965
Gumanpura,1527,5,3,2018,Yes,3123232
Keshav Pura,1334,5,2,2018,No,2698249
Gumanpura,1815,1,2,1993,Yes,2908434
Nayapura,1098,3,2,2012,No,2631160
Gumanpura,1842,1,2,1988,Yes,2953633
Nayapura,3139,2,1,1999,No,2842442
Dada bari,2436,4,1,2000,Yes,3598952
Gumanpura,3160,4,3,1998,Yes,3150201
Keshav Pura,3445,2,3,1996,No,2834392
Keshav Pura,2428,2,3,2013,No,2732568
Gumanpura,1869,4,2,2014,Yes,3145983
Nayapura,3258,2,3,2000,No,2979719
Vigyan Nagar,1471,1,3,2017,Yes,3338170
Vigyan Nagar,1095,2,1,1993,No,2956872
Dada bari,1787,4,2,1981,No,3350787
Vigyan Nagar,2995,4,2,1990,No,3390689
Vigyan Nagar,2158,1,1,2005,Yes,3253855
Gumanpura,1561,2,1,1986,Yes,2949734
Nayapura,1330,1,3,1981,No,2702510
Keshav Pura,1682,2,1,2008,Yes,2562792
Keshav Pura,3407,1,1,2001,No,2810907
Keshav Pura,2753,3,1,1995,No,2592114
Vigyan Nagar,3378,1,1,1982,Yes,3446209
Gumanpura,2227,4,1,1984,No,2956294
Dada bari,1347,3,3,1994,Yes,3314383
Vigyan Nagar,2905,2,3,1996,No,3205816
Keshav Pura,1826,3,2,1993,No,2494945
Vigyan Nagar,3088,5,2,2009,Yes,3481620
Nayapura,2301,1,2,2012,Yes,2941992
Nayapura,2728,2,3,2012,Yes,3130929
Vigyan Nagar,1313,2,1,2023,No,3208270
Vigyan Nagar,2705,2,2,1983,No,3184875
Nayapura,2634,2,2,2021,No,3026103
Dada bari,1835,1,2,1990,Yes,3446458
Keshav Pura,2199,2,3,2021,Yes,2851020
Keshav Pura,3197,1,1,2013,No,2801954
Keshav Pura,1659,4,1,2020,No,2614355
Vigyan Nagar,2550,5,1,2022,Yes,3510958
Nayapura,1658,1,2,1988,No,2743332
Keshav Pura,1048,2,1,2017,Yes,2659588
Gumanpura,3135,3,3,2004,No,2944848
Dada bari,1917,5,2,1986,No,3389429
Gumanpura,1667,4,3,1984,No,2893694
Dada bari,1356,1,3,1996,Yes,3287065
Vigyan Nagar,3167,1,1,2011,Yes,3545026
Nayapura,2881,2,3,1987,No,2963021
Nayapura,2885,5,2,2018,Yes,3169839
Keshav Pura,1681,4,1,1982,Yes,2640968
Dada bari,1324,3,2,1981,Yes,3290861
Keshav Pura,1196,2,1,2017,Yes,2621733
Nayapura,2321,3,3,2013,No,2818608
Keshav Pura,2807,1,1,2005,Yes,2823165
Dada bari,3393,5,1,2000,Yes,3603568
Keshav Pura,3258,4,2,2006,No,2723561
Keshav Pura,1442,2,2,2002,Yes,2517550
Vigyan Nagar,2803,4,1,2016,Yes,3523303
Keshav Pura,2303,1,3,1991,No,2552674
Dada bari,1689,3,1,2013,Yes,3418843
Keshav Pura,1545,5,2,2008,Yes,2649093
Dada bari,1332,5,3,1998,Yes,3295230
Dada bari,2746,1,2,1981,Yes,3559533
Keshav Pura,2230,1,2,1985,No,2482975
Vigyan Nagar,2847,4,3,2009,Yes,3526045
Nayapura,1766,3,1,1986,Yes,2750704
Keshav Pura,3461,4,1,1980,Yes,2915045
Keshav Pura,3044,2,3,2010,No,2836074
Gumanpura,1512,2,2,2015,No,2849235
Dada bari,2143,5,1,1984,Yes,3438423
Vigyan Nagar,1238,1,2,1999,Yes,3128872
Gumanpura,1617,4,1,2000,No,2889220
Dada bari,2006,5,3,1988,No,3454804
Gumanpura,1308,1,2,1995,Yes,2806129
Keshav Pura,2721,2,1,2000,No,2704462
Vigyan Nagar,1949,4,1,1996,No,3236338
Keshav Pura,2920,5,1,2019,Yes,2995294
Keshav Pura,2444,4,1,2021,No,2832909
Dada bari,2889,4,1,1996,No,3407735
Vigyan Nagar,3048,2,2,2023,Yes,3600529
Gumanpura,2151,2,2,1997,No,2789273
Dada bari,2145,2,3,2021,No,3616327
Gumanpura,2040,5,1,2000,No,2814334
Gumanpura,1092,2,2,1997,Yes,2806560
Vigyan Nagar,1277,5,3,1985,Yes,3159546
Nayapura,2051,5,2,1994,No,2829946
Dada bari,2752,5,3,2016,Yes,3786170
Nayapura,3425,4,2,2011,No,3008980
Nayapura,2198,1,3,1989,No,2757738
Gumanpura,2702,1,3,2018,No,3179857
Gumanpura,1815,1,3,1989,Yes,2909663
Nayapura,2942,5,2,1981,No,2997771
Gumanpura,1923,1,1,2001,No,2891143
Keshav Pura,2223,4,3,1996,No,2648851
Nayapura,1333,1,1,1995,No,2617509
Gumanpura,2730,3,1,2004,No,2893946
Dada bari,2619,5,2,2022,Yes,3684481
Dada bari,2367,5,1,2018,Yes,3673703
Gumanpura,2526,4,3,1980,Yes,3119735
Nayapura,3316,1,1,2018,Yes,3094779
Nayapura,1505,5,3,1997,No,2704512
Keshav Pura,2662,1,3,2009,No,2656827
Vigyan Nagar,1886,5,3,1998,Yes,3296690
Gumanpura,2524,2,1,2014,Yes,3029104
Gumanpura,1713,1,2,2021,No,2928447
Nayapura,2987,2,3,2010,Yes,3023925
Vigyan Nagar,1772,1,1,2005,Yes,3171745
Gumanpura,2634,5,2,2015,Yes,3226198
Vigyan Nagar,2880,4,3,2022,No,3503828
Dada bari,1318,3,3,1995,Yes,3370150
Dada bari,2842,3,3,2004,No,3456209
Dada bari,1221,4,1,2005,Yes,3328124
Gumanpura,1009,3,2,2018,Yes,2976233
Vigyan Nagar,3237,3,1,1998,No,3368060
Keshav Pura,1353,2,2,1986,Yes,2601719
Dada bari,1712,3,2,1990,Yes,3420574
Nayapura,2670,4,1,1989,No,2920461
Gumanpura,2652,3,2,2018,No,3056041
Vigyan Nagar,3059,3,1,2002,Yes,3354172
Vigyan Nagar,3235,3,1,2004,Yes,3391492
Gumanpura,1635,2,1,2007,No,2738148
Nayapura,1805,1,3,2017,No,2909590
Keshav Pura,1180,4,2,2001,Yes,2443390
Dada bari,2841,2,3,2010,No,3626308
Vigyan Nagar,3280,5,2,1985,No,3322854
Vigyan Nagar,1565,2,1,2015,Yes,3346474
Gumanpura,2345,4,1,1998,No,2818095
Dada bari,1667,2,3,2021,No,3510724
Vigyan Nagar,2784,3,2,1982,No,3205055
Gumanpura,1007,4,2,2014,No,2754305
Vigyan Nagar,1786,5,3,1994,Yes,3227522
Keshav Pura,1613,4,1,1983,Yes,2561327
Gumanpura,3141,2,1,2012,Yes,3137342
Vigyan Nagar,1682,3,2,1989,No,3043368
Keshav Pura,1478,4,3,2021,Yes,2789993
Keshav Pura,1053,2,1,2023,Yes,2621693
Vigyan Nagar,3389,4,3,1999,Yes,3433490
Vigyan Nagar,1400,3,2,2000,No,3106764
Gumanpura,1840,5,2,2023,Yes,3246675
Vigyan Nagar,3146,1,3,2009,Yes,3415067
Dada bari,3359,4,3,2014,Yes,3828659
Nayapura,1182,5,1,1987,Yes,2842204
Keshav Pura,3288,1,3,2012,No,2840517
Nayapura,2825,4,3,1984,No,2898884
Gumanpura,2515,2,3,2013,Yes,3105523
Keshav Pura,2581,2,3,2010,No,2761997
Nayapura,2910,4,3,1991,Yes,3084387
Keshav Pura,1824,3,3,1987,No,2465059
Keshav Pura,3406,2,3,2012,Yes,2943104
Dada bari,2854,4,1,1996,Yes,3662545
Gumanpura,3245,1,1,1999,No,3011944
Nayapura,3301,3,2,2003,Yes,3108733
Nayapura,3029,2,3,1996,Yes,2971443
Nayapura,1031,4,2,2010,Yes,2745863
Gumanpura,2638,4,1,1997,No,2892059
Keshav Pura,2609,2,1,1991,No,2582539
Dada bari,2359,1,1,1990,No,3376665
Dada bari,3442,2,2,2018,Yes,3741919
Gumanpura,1662,1,2,1998,Yes,2880746
Dada bari,2158,2,3,2002,No,3396443
Gumanpura,1582,1,2,1995,No,2751351
Nayapura,2002,5,2,1987,Yes,2802254
Gumanpura,1530,4,1,1989,Yes,2978647
Nayapura,2500,5,1,1984,No,2929593
Dada bari,2985,4,3,2005,No,3594484
Vigyan Nagar,1906,2,2,2013,No,3232736
Gumanpura,3470,1,1,1992,No,3124036
Keshav Pura,1084,4,1,2011,Yes,2637594
Keshav Pura,2075,1,3,1982,Yes,2644491
Dada bari,2663,4,3,1983,Yes,3671361
Keshav Pura,2106,2,2,1988,No,2502981
Keshav Pura,1743,3,1,2009,No,2584580
Vigyan Nagar,2175,4,2,1986,Yes,3208990
Vigyan Nagar,2036,4,1,2017,No,3326558
Vigyan Nagar,2441,4,3,2008,Yes,3443002
Gumanpura,1698,3,3,2011,Yes,2905724
Vigyan Nagar,1411,5,3,2012,No,3261534
Keshav Pura,3392,2,1,1998,Yes,2855147
Nayapura,1856,2,1,2023,No,2950755
Nayapura,3345,3,3,2021,No,3150593
Keshav Pura,2230,4,1,2017,No,2777617
Keshav Pura,1008,3,1,2014,Yes,2693813
Vigyan Nagar,1549,4,3,1985,Yes,3182393
Dada bari,3094,3,1,1984,Yes,3541861
Vigyan Nagar,3190,2,2,2013,No,3380662
Nayapura,1461,1,2,1999,No,2678767
Keshav Pura,1046,4,2,1983,Yes,2568310
Keshav Pura,1635,2,2,2015,No,2617191
Nayapura,1402,3,3,1980,No,2683944
Dada bari,2078,4,3,2000,No,3329287
Dada bari,1596,4,3,1992,Yes,3395604
Nayapura,1325,1,2,2001,No,2612694
Gumanpura,3291,4,2,1991,No,3143695
Nayapura,3077,4,3,2001,Yes,3118244
Gumanpura,1495,5,3,1981,Yes,2905405
Nayapura,2519,5,1,2023,Yes,3075149
Nayapura,1787,3,1,2001,No,2701716
Nayapura,1795,4,2,1999,No,2722228
Gumanpura,1160,3,2,2000,No,2698773
Vigyan Nagar,2462,3,2,2009,No,3311822
Keshav Pura,2538,5,3,2007,Yes,2724587
Gumanpura,3471,4,3,2012,No,3089008
Gumanpura,1490,5,3,1987,No,2786090
Gumanpura,1480,2,3,1989,Yes,2853042
Nayapura,1383,1,2,1985,No,2615832
Nayapura,1753,2,1,1980,Yes,2703540
Dada bari,1303,1,2,2014,Yes,3514515
Nayapura,1268,4,3,2023,No,2925149
Gumanpura,2495,1,2,2008,No,2879536
Keshav Pura,2648,2,2,1998,No,2644160
Gumanpura,1749,3,3,1986,Yes,2841305
Dada bari,974,5,2,1980,Yes,3241622
Dada bari,1956,5,2,2017,Yes,3618740
Gumanpura,3272,4,2,2013,No,3165776
Gumanpura,1296,4,2,1993,Yes,2899117
Gumanpura,2266,1,1,2023,No,3034674
Dada bari,1010,4,1,1992,No,3179048
Vigyan Nagar,1288,3,3,1990,Yes,3120055
Nayapura,2303,4,2,2014,No,2981938
Nayapura,1858,2,2,2015,Yes,3005102
Dada bari,2018,2,3,2006,Yes,3472597
Gumanpura,2748,2,2,1989,Yes,3089785
Keshav Pura,2520,1,3,2008,Yes,2839318
Dada bari,2839,2,1,2008,No,3596925
Dada bari,1688,5,1,1992,Yes,3400680
Keshav Pura,1496,5,1,2012,No,2546473
Nayapura,3028,3,2,2012,Yes,3019853
Nayapura,1166,3,1,1991,No,2534732
Gumanpura,2655,1,2,2002,Yes,3103996
Nayapura,2089,2,3,1994,Yes,2909574
Gumanpura,3216,5,1,2019,Yes,3406687
